,job_information,job_title
928,"Who We Are:
Design Interactive Inc. (DI) is a woman-owned small business specializing in human systems integration and committed to developing innovative solutions that accelerate human performance. Beyond human performance research and experimentation, DI's capabilities extend to user experience design, full software development capabilities including immersive, mobile, and web application development, systems engineering and integration, and testing and evaluation. DI solves the most pressing human performance challenges for customers across the DoD, Federal, and commercial markets and is on the cutting edge in areas of: eXtended Reality (XR) training and operational support, adaptive training solutions, biosignature analytics, and user experience design.

Why Work for Us?

Enjoy the opportunity to be part of an innovative and dynamic team on the cutting edge of emerging technologies and help expand our portfolio of novel non-invasive biosignatures of human physiology and performance.

Summary:
The Research Associate will participate in and lead development of technologies and methods for human Biosignature Analytics, including non-invasive physiological sensing. This role will require on-site data collection and analysis, along with reporting to internal and external stakeholders.

What You Need:
BS, MS, or Ph.D. in Biomedical Engineering, Exercise and Sports Science, Physiology, Industrial and Systems Engineering, Human Factors Engineering, or related field.
Strong planning and organizational skills; ability to prioritize tasks and show personal initiative.
Strong analytical and problem-solving skills and an understanding of non-invasive human physiological sensing and assessment.
Statistical analysis experience and experimental design.
Familiarity with machine learning and signal processing concepts.
Experience writing scientific publications and desire to pursue funding for research.

What You Will Be Doing:
Provide technical leadership for the development of Biosignature Analytics solutions and associated intellectual properties.
Responsible for leading the development of solutions by researching advanced technologies for non-invasive human physiological assessment, rehabilitation, methods for modeling and predicting human performance, as well as working with DI's UI/UX designers and software developers to fully develop the solutions.
Design and execute studies to ensure the usability of solutions, analyze data, and provide actionable recommendations to the project team.
Conduct independent research to validate the efficacy (e.g., training effectiveness) of solutions, assimilate results, prepare written technical reports, follow-on proposals, and publications.
Communicate project status to key customers in relevant functional and technical areas.
Maintain knowledge pertaining to DI's strategic direction, goals, and objectives and align projects appropriately.

Other Responsibilities:
Promote DI products and services at various customer locations and functions.
Interview, recommend and train staff as required. May evaluate performance or assist in the evaluation process.
Recommend staffing requirements as necessary.
Physical requirements involve performing general office activities.
Position requires local, overnight, and a minimal amount of extended travel.

Perform or assist with any additional assignments as required.

Equal Opportunity Employer

Please, no calls or emails from staffing/recruitment agencies.",Research Associate - Biosignature Analytics Division
929,"Sr Manager Model Validation(Job Number: 200091)

Position Summary

The Sr Manager is responsible for executing best-practice model validation activities consistent with the TCF Corporation Model Risk Management Policy and ensuring business processes related to models are in compliance with applicable governance and policy requirements.

Major Areas of Accountability (Core)

Provide project and staffing leadership during project planning, execution, reporting, and follow-up on any action plans.Oversee the validation of model performance and controls. Includes establishing the model validation scope, assessment of validation results, and directing communications with stakeholders.Provide leadership, feedback, mentoring, and work oversight for team of analysts.Design the model validation and control testing framework for TCF Corporation, including annual validation plans, model inventory, model risk ranking.Manage the Model Inventory to ensure the inventory is complete, accurate, and consistent with the intent of the Policy.Manage the model risk ranking process to ensure consistency with the TCF Corporation Model Risk Management Policy.Develop and maintain effective partnerships with the model developers, model owners, business-level risk management teams and auditors (internal and external).Working knowledge of OCC 2011-12 (guidance for the OCC concerning Model Risk Management)Work with the model owner and model developer to understand the development and use of the modelDefining the scope of the validationDefining the detailed testing plan for the validationExecuting the scope and detailed testing plan for the validationWriting the detailed model validation report with executive summary, validation section, by test, with results, and recommendations for improvement of the modelFollow-up of all recommendations with the model owner to ensure that it was remediatedManaging a staff of 1-3 people per validation either local or off-siteCompleting the validation within the given time frameRecurring communications and presentations to the Federal Reserve, OCC, and FDIC as requestedInvestigate and compile the business units’ model inventoryMonthly and quarterly reporting of the progress for the model validations within fieldwork
Education

Required:
Master’s in the fields of Economics, Finance, Accounting, Mathematics, Financial Mathematics, or equivalent combination of education and experience

Preferred:
PhD in the fields of Economics, Finance, Accounting, Mathematics, Sciences or similar

Required Work Experience / Skills

7+ years in financial services industry; risk management desiredExperience in Model Validation leading validations and staff, at least 3 yearsExperience in Model Development, at least 5 yearsExpertise in market or credit risk measurement methodologies and quantitative analyticsExpert understanding of financial markets and product profitability metricsExperience with managing multiple projects and priorities
INDTCFMN

#GD

Primary Location:USA-Minnesota-Plymouth-Us-Mn-Plymouth- 1405 Xenium Lane N
Work Locations: Us-Mn-Plymouth- 1405 Xenium Lane N 55441",Sr Manager Model Validation
930,NONE,NONE
931,"Job Title: Advanced Analytics Analyst - Rush Health
Department: Rush Health
Shift: 1st

Specialty:
Job Number: 2019-3975
Date Posted: 12/18/2019
Position Type: Professional

Job Qualifications:
Advanced Data Analyst

Rush Health is a clinically integrated network of physicians and hospitals working together to improve health through high quality, efficient health services covering the spectrum of patient care from wellness, prevention and health promotion, to disease management and complex care management.

Our network includes Riverside Medical Center, Rush-Copley Medical Center, Rush Oak Park Hospital, Rush University Medical Center, and more than 1100 physician members and 300 non-physician network clinicians.

Position Highlights:
The Advanced Data Analyst supports clinical, contracting, network, and business intelligence at Rush Health. The Data Analyst will support key clinical processes, contracting initiatives, network analyses, and the development and maintenance of reports and other business intelligence projects. The successful candidate must demonstrate critical analysis skills and an understanding of healthcare data and processes, and have the ability to communicate such information to a wide variety of audiences in visual, oral, and written formats. Exemplifies the Rush mission, vision and values and acts in accordance with Rush policies and procedures. This position will be focused on conducting analytics as described above using Rush Health's Health Information Exchange data, which is a repository of Electronic Medical Records data for Rush Health providers and hospitals.

Position Responsibilities:
Identify, analyze, and interpret trends and patterns in complex data sets for specified projects. Develop graphs and figures, reports, and presentations to summarize key results and create easy-to-understand visualizations of complex information. Create dashboards with some end-user manipulation and data-drilling functionalities. Prepare supporting documentation and presentation materials to accompany the release of reports and dashboards.
Provide data and analytic support for Rush Health Clinical, Contracting, and executive teams.
Work with IT teams to interpret requirements, aid in documentation, and develop and validate reports to support internal teams. Assist in documentation and creation of web reporting (Rush Health Insights)
Create and maintain routine and ad hoc reporting as required to support Rush Health initiatives. These projects may include data from payer claims, EMR, HIE, and other data sources (including external and public databases) and will include internal and provider-member focused reporting
Provide ad hoc and ongoing support for physician and hospital quality bonus program
Participate in UAT for physician incentive program and other Rush Health initiatives
Assist IT team with data validation in onboarding new practice data and other projects
Assist with data mapping and profiling
Train end users in the interpretation of dashboards, tools, and results; ensure that data is understood by end users and that documentation is accessible to the appropriate audiences.
Consult with senior leadership to develop, implement, evaluate, write, conduct, and edit plans for complex analyses of healthcare data.

Position Qualifications Include:
Bachelor's Degree
Minimum of 5 years relevant work experience
Strong analytical and problem-solving skills
Demonstrated experience in data querying, profiling, analysis, and reporting; proficiency in SQL, including the ability to design and write complex queries.
Experience in creation and maintenance of dashboards intended to summarize data for multiple audiences. Strong preference for competence in Tableau or similar platforms for data visualization
Excellent written and verbal communication skills required. Must have demonstrated ability to present complex information to a variety of audiences in an interesting and compelling manner.
Strong customer service orientation
Strong organizational skills
Ability to seamlessly handle multiple complex projects in a timely fashion
Skilled in advanced analytics, data science, and statistical algorithms.
Knowledge of statistics and the ability to communicate with statisticians
Strong analytical and problem solving skills
Experience auditing and querying large volumes of data using SQL
Exemplary written and verbal communications skills
Proficiency with data visualization software (Tableau, etc.) strongly preferred.
Proficiency with statistical software (SAS, R, etc.) strongly preferred
Advanced used of Microsoft Office suite, particularly MS Excel and PowerPoint
Ability to adapt to a rapidly changing environment
Able to prioritize workload

Preferred Job Qualifications:
Knowledge of healthcare or related industry. The candidate will need to quickly develop an understanding of P4P and VBC contracts, ACO program requirements, and quality measures reporting
Experience in SAS, R, or other statistical software
Experience with any of the following is preferred: electronic medical records data, payer claims data, Health Information Exchanges, clinical performance and outcomes data, meaningful use, University Healthsystem Consortium (UHC), Premier, HEDIS, PQRS, Leapfrog, ICD-10, CPT and other code sets.
Experience creating analytics to identify healthcare quality and efficiency opportunities
Experience reporting key performance metrics for physicians and hospitals

Company Highlights:
Rush University's Clinical Nurse Leader program is ranked #1 in the nation by U.S. News & World Report.
Rush University's Family Nurse Practitioner program is ranked in the top six in the nation by U.S. News & World Report.
Rush University's Doctor of Nursing program is ranked in the top four in the nation by U.S. News & World Report.

Rush is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.

Advanced Data Analyst

Rush Health is a clinically integrated network of physicians and hospitals working together to improve health through high quality, efficient health services covering the spectrum of patient care from wellness, prevention and health promotion, to disease management and complex care management.

Our network includes Riverside Medical Center, Rush-Copley Medical Center, Rush Oak Park Hospital, Rush University Medical Center, and more than 1100 physician members and 300 non-physician network clinicians.

Position Highlights:
The Advanced Data Analyst supports clinical, contracting, network, and business intelligence at Rush Health. The Data Analyst will support key clinical processes, contracting initiatives, network analyses, and the development and maintenance of reports and other business intelligence projects. The successful candidate must demonstrate critical analysis skills and an understanding of healthcare data and processes, and have the ability to communicate such information to a wide variety of audiences in visual, oral, and written formats. Exemplifies the Rush mission, vision and values and acts in accordance with Rush policies and procedures. This position will be focused on conducting analytics as described above using Rush Health's Health Information Exchange data, which is a repository of Electronic Medical Records data for Rush Health providers and hospitals.

Position Responsibilities:
Identify, analyze, and interpret trends and patterns in complex data sets for specified projects. Develop graphs and figures, reports, and presentations to summarize key results and create easy-to-understand visualizations of complex information. Create dashboards with some end-user manipulation and data-drilling functionalities. Prepare supporting documentation and presentation materials to accompany the release of reports and dashboards.
Provide data and analytic support for Rush Health Clinical, Contracting, and executive teams.
Work with IT teams to interpret requirements, aid in documentation, and develop and validate reports to support internal teams. Assist in documentation and creation of web reporting (Rush Health Insights)
Create and maintain routine and ad hoc reporting as required to support Rush Health initiatives. These projects may include data from payer claims, EMR, HIE, and other data sources (including external and public databases) and will include internal and provider-member focused reporting
Provide ad hoc and ongoing support for physician and hospital quality bonus program
Participate in UAT for physician incentive program and other Rush Health initiatives
Assist IT team with data validation in onboarding new practice data and other projects
Assist with data mapping and profiling
Train end users in the interpretation of dashboards, tools, and results; ensure that data is understood by end users and that documentation is accessible to the appropriate audiences.
Consult with senior leadership to develop, implement, evaluate, write, conduct, and edit plans for complex analyses of healthcare data.

Position Qualifications Include:
Bachelor's Degree
Minimum of 5 years relevant work experience
Strong analytical and problem-solving skills
Demonstrated experience in data querying, profiling, analysis, and reporting; proficiency in SQL, including the ability to design and write complex queries.
Experience in creation and maintenance of dashboards intended to summarize data for multiple audiences. Strong preference for competence in Tableau or similar platforms for data visualization
Excellent written and verbal communication skills required. Must have demonstrated ability to present complex information to a variety of audiences in an interesting and compelling manner.
Strong customer service orientation
Strong organizational skills
Ability to seamlessly handle multiple complex projects in a timely fashion
Skilled in advanced analytics, data science, and statistical algorithms.
Knowledge of statistics and the ability to communicate with statisticians
Strong analytical and problem solving skills
Experience auditing and querying large volumes of data using SQL
Exemplary written and verbal communications skills
Proficiency with data visualization software (Tableau, etc.) strongly preferred.
Proficiency with statistical software (SAS, R, etc.) strongly preferred
Advanced used of Microsoft Office suite, particularly MS Excel and PowerPoint
Ability to adapt to a rapidly changing environment
Able to prioritize workload

Preferred Job Qualifications:
Knowledge of healthcare or related industry. The candidate will need to quickly develop an understanding of P4P and VBC contracts, ACO program requirements, and quality measures reporting
Experience in SAS, R, or other statistical software
Experience with any of the following is preferred: electronic medical records data, payer claims data, Health Information Exchanges, clinical performance and outcomes data, meaningful use, University Healthsystem Consortium (UHC), Premier, HEDIS, PQRS, Leapfrog, ICD-10, CPT and other code sets.
Experience creating analytics to identify healthcare quality and efficiency opportunities
Experience reporting key performance metrics for physicians and hospitals

Company Highlights:
Rush University's Clinical Nurse Leader program is ranked #1 in the nation by U.S. News & World Report.
Rush University's Family Nurse Practitioner program is ranked in the top six in the nation by U.S. News & World Report.
Rush University's Doctor of Nursing program is ranked in the top four in the nation by U.S. News & World Report.

Rush is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.",Advanced Analytics Analyst - Rush Health
932,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.
To start a career that is out of the ordinary, please apply...

Job Details

JOIN A GROUP OF EXTRAORDINARY PEOPLE

Senior Client Partner, Commercial Healthcare

Los Angeles, CA or San Francisco, CA - (West Coast)

The Senior Client Partner is accountable for representing Kantar at Life Sciences/Rx clients. This role is responsible for all aspects of account management for a set number of client accounts and success is measured against the sales and revenue Key Performance Indicators (KPIs) as outlined by the leader of the team for those accounts . This position reports to the Executive Client Partner position.

Kantar is the world’s leading data, insights and consulting company. We understand more about how people think, feel, shop, share, vote and view than anyone else. Combining our expertise in human understanding with advanced technologies, Kantar’s 28,000 people help the world’s leading organizations succeed and grow.

Our health colleagues help life sciences companies develop and market products that improve people’s lives and well-being. Their blend of consulting, data analytics, and real-world research and evidence enables clients to understand patients, physicians and payers, bring products to market quickly, navigate the regulatory pathway and negotiate payer reimbursement and coverage.

KEY OUTCOMES

As Senor Client Partner you will:
Set and execute business planning strategy and tactics against client priorities for Kantar.

Manage and coordinate business development for Kantar at client level.

Establish and maintain client relationships at all client levels.

Make pitch casting decisions, proposal development, and decisions on how best to win the engagement in conjunction with research and consulting leaders. You will also serve as senior sponsor on client engagements.

Provide guidance and training to more junior team members when required.

May lead an engagement. Help to select teams and resources to be placed against specific client engagements.

Work closely with Research & Consulting to determine final engagement pricing to client.

Positively participate in the global ecosystem and will be expected to be a strong team player within a collaborative cultural environment.

CAPABILITIES

To succeed, you will need:
Bachelor’s degree in Business and/or Life Science’s area is required and an advanced degree is highly desirable.

A high level of experience made up of a combination of healthcare or pharma business knowledge; technical skills involving market research, commercial consulting, and client relationship building skills to guide the Kantar Health strategy and communicate the value of our offer and its role as a business asset to all levels within the Kantar organization and client organizations.

Ability to build cross-functional relationships; influence and inspire others; strategic thinking; effective presentation skills and organizational agility .

To be able to do overnight travel, both domestic (60%) and some international travel a few times a year for client meetings, attendance at conferences, or internal meetings.

JOIN US

At Kantar we have an integrated way of rewarding our people based around a simple, clear and consistent set of principles. Our approach helps to ensure we are market competitive and to support a pay for performance culture, where your reward and career progression opportunities are linked to what you deliver.

We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in. Apply for a career that’s out of the ordinary and join us.

At Kantar, the diversity of our employees provides a richer environment for our employees and broader depth and breadth of thinking for our clients. Kantar is committed to inclusion and diversity, therefore we welcome applications from all sections of society and do not discriminate on the basis of age, race, religion, gender, pregnancy, sexual orientation, gender identity, disability, marital status or any other legally protected characteristics.

PRIVACY DISCLOSURE: Please note that by applying to this opportunity you consent to the personal data you provide to us to be processed and retained by The Kantar Group Limited (“Kantar”). Your details will be kept on our Internal ATS (Applicant Tracking System) for as long as is necessary for the purposes of recruitment, which may include your details being shared with the hiring manager.

Location

San Francisco, Second StreetUnited States of America

Kantar Rewards Statement

At Kantar we have an integrated way of rewarding our people based around a simple, clear and consistent set of principles. Our approach helps to ensure we are market competitive and also to support a pay for performance culture, where your reward and career progression opportunities are linked to what you deliver.

Kantar is the world’s leading data, insights and consulting company. We understand more about how people think, feel, shop, share, vote and view than anyone else. Combining our expertise in human understanding with advanced technologies, Kantar’s 30,000 people help the world’s leading organisations succeed and grow.",Senior Client Partner - Commercial Healthcare
933,NONE,NONE
934,"Aon is the leading global professional services firm providing advice and solutions in Risk, Retirement and Health at a time when those topics have never been more important to the global economy. Aon develops insights - driven by data and delivered by experts - that reduce the volatility our clients face and help them maximize their performance.
We have an exciting opportunity for a Producer (Risk, Retirement and Health) in our Boston, MA office.

DESCRIPTION: Responsible for bringing new business to Aon. Provides leadership to organize internal industry and product resources to develop Aon’s value proposition and strategic plan. Sells complex services/solutions and may be selling to a C-Suite level at prospects with an emphasis on cross-selling all Aon solutions. Works on complex issues where analysis of situation or data requires evaluation of a variety of factors, including an understanding of current trends. Identifies, develops and cultivates prospects for Aon solutions and positions Aon to win the work. Together with other Aon subject matter experts, uncovers and identifies prospect needs, primary goals and corporate and departmental objectives. May be responsible for planning, scheduling, resourcing and executing large projects/ programs. Serves as a senior member of the production team and may serve as a mentor or strategic advisor to other less seasoned producers Frequently interacts with senior level colleagues and prospects, frequently involving matters between different departments (i.e. – Finance and HR), other company divisions or units. Leads team selling efforts internally and with the prospects team. Often leads cooperative effort among members of a project team to deliver results. Able to influence outcomes beyond the scope of their individual function. Manage a team or play the lead role in the management of a portfolio of prospects’ business. Delegates responsibility and provides guidance to team members. Must possess extensive knowledge and experience and in-depth knowledge of the insurance industry and our products and services.
MINIMUM SKILLS AND REQUIREMENTS: 5-10 years of experience in selling insurance or related products. Experience within in the insurance industry preferred. Demonstrated capability to adhere to and champion the sales process. Active Life and Health and/or P&C license or willingness to obtain.
This position is provided a base salary plus commission based on the amount of business brought into the firm.

Education: Bachelor’s degree or equivalent experience

We offer you

A competitive total rewards package, continuing education & training, and tremendous potential with a growing worldwide organization.

Our Colleague Experience:
From helping clients gain access to capital after natural disasters, to creating access to health care and retirement for millions, Aon colleagues empower results for our clients, communities, and each other every day. They make a difference, work with the best, own their potential, and value one another. This is the Aon Colleague Experience, defining what it means to work at Aon and realizing our vision of empowering human and economic possibility. To learn more visit Aon Colleague Experience .

About Aon:
Aon plc (NYSE: AON) is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.

By applying for a position with Aon, you understand that, should you be made an offer, it will be contingent on your undergoing and successfully completing a background check consistent with Aon's employment policies. Background checks may include some or all of the following based on the nature of the position: SSN/SIN validation, education verification, employment verification, and criminal check, search against global sanctions and government watch lists, fingerprint verification, credit check, and/or drug test. You will be notified during the hiring process which checks are required by the position.

Aon provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, age, disability, veteran, marital, or domestic partner status. Aon is committed to a diverse workforce and is an affirmative action employer.

DISCLAIMER:
Nothing in this job description restricts management's right to assign or reassign duties and responsibilities to this job at any time.
IND-US 2460290",Producer
935,NONE,NONE
936,"Job Title: Prospect Researcher ___ _Job Status: Full-Time Regular Reports To: Manager, Donor Services The Union Gospel Mission Twin Cities is a Christian ministry responding in faith to Biblical principles to serve those experiencing homelessness, poverty, or addiction in our community. We provide Christ-centered, discipleship-oriented pathways and programs that restore dignity and wholeness to men, women and children.POSITION SUMMARY: This position is responsible for gathering, analyzing, and managing prospect research information to help advance theMission’s development program. As Union Gospel Mission adds major and planned giving programs to an already robust direct mail and events-based fundraising model, Prospect Researcher will provide a key strategic role at UGM, focusing on providing research, prospect management, principal giving services and analytics to develop portfolios and pipelines.The Prospect Researcher will collaborate with development officers and are at the forefront with development leadership to provide information with actionable insight, helping to clarify priorities, increasing overall portfolio philanthropic capacity, and partnering to optimize portfolios. This position serves as a prospect research professional experienced in production, analysis, tracking, campaigns, customer service, and research deliverables.DUTIES AND RESPONSIBILITIES:  Research individuals, corporations and foundations, subscription databases, and library resources, as well as public and government websites. Analyze data and synthesize results to assess financial capacity, philanthropic tendencies, giving propensity, linkages to UGM, and other information to aid in the development process; produce accurate, detailed background reports. Employ research, analysis and reporting strategies useful to the prospect development stages and in proportion to prospect/donor value. Partner with colleagues as the primary point of contact for research needs as required, especially to support high-priority campaign-related work. Lead assigned research projects, employing customer relationship strategies to ensure positive service experiences, proactively discover ongoing needs, and recommend approaches to meet those needs. Collaborate with supervisor and Development and Marketing & Communications colleagues to identify and respond to opportunities for improved customer service, organizational efficiencies and resource enhancement. Identify, evaluate and prioritize potential donors using database queries and analysis. Input, utilize and manage relevant prospect information within prospect database. Collaborate with Development team’s donor services lead and external strategic partners that provide database management and analytics services, e.g., Blackbaud Target Analytics. Query data, manage electronic screenings, create prospect management models and design constituent surveys. Manage multiple projects or customers, requests and initiatives, with frequently competing deadlines, ensuring timely project completion and delivery of high-quality products.1 Provide creative and resourceful approaches to research, prospecting, and reporting challenges. Assist development manager and vice president of development in campaign prospect identification and assignments, generating gift pyramids and tables to inform committee activities. Stay current on leading industry trends; transfer and apply expertise. Maintain and expand research expertise with continuing education about new sources, search methods, and relevant information technologies. Develop project proposals, work plans, reports, or other written documents. Perform other related duties as assigned by manager.*Maintain strict confidentiality and handle sensitive information and material in an ethical and professional manner. MINIMUM JOB REQUIREMENTS:  Bachelor’s degree required. Two years of work experience in prospect research, preferably in social services, higher education, or one or more years of comparable work experience in a closely-related research industry such as business research, law research, or library research.PREFERRED QUALIFICATIONS:  Three or more years of research experience in an often fast-paced research production environment. Experience using data and knowledge in strategic decision making, to improve processes and customer service, and to transfer and apply knowledge to other functions within a fundraising organization.KNOWLEDGE SKILLS & ABILITIES:  Familiarity with current research technologies and information search techniques, including online library sources, pay-subscription sources, public records, and Internet searches. Excellent verbal and written communication skills; ability to analyze and report a wide range of research findings; experience developing presentations and leading training, professional meetings or team projects. Demonstrated work with data in a wide variety of formats, including Excel and Access. Demonstrated understanding of major gifts fundraising process/strategies and the contributions and integration of data management and analysis to process/strategies.WORKING CONDITIONS AND PHYSICAL EFFORT:  Work is performed in a typical interior/office within an emergency shelter / transitional housing environment with occasional outside work required. While performing the duties of this job, the employee may, on occasion, be exposed to angry or violent clients or community members; moderate to high exposure to physical risk. Must be able to lift 10-15 lbs. Work requires pushing, pulling, reaching, crouching, stooping, walking, twisting, carrying, and other physical activities.2AMERICAN WITH DISABILITIES ACT (ADA) REQUIREMENTS: Office environment including standing, sitting at desk, use of PC, occasional lifting of approximately 10#.Union Gospel Mission Twin Cities is a 501(c)(3) nonprofit, evangelical Christian Ministry; as such, employees must share the Mission’s Statement of Faith and Code of Conduct, and adhere to the Mission’s employee handbook policy manual and guidelines set forth by the organization. This position requires satisfactory completion of criminal background check, drug screening, and a credit check. Union Gospel Mission Twin Cities77 Ninth Street EastSaint Paul, MN 55101 www.ugmtc.org3Job Type: Full-timeSalary: $11.00 to $21.00 /hourWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleTuition reimbursementThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousDetail-oriented -- would rather focus on the details of work than the bigger pictureInnovative -- prefers working in unconventional ways or on tasks that require creativitySchedule:Monday to Friday",Prospect Researcher
937,NONE,NONE
938,"Overview:
Wells Fargo technology teams drive innovation to create a more powerful and fulfilling financial experience for our customers and team members. You will join more than 24,000 team members supporting 95 billion transactions annually in 10 countries. Our career opportunities span the technology spectrum: advanced analytics, big data, information security, application development, cloud enablement, project management and more.

SUCCESS PROFILE

Check out the top traits we're looking for and see if you have the right mix. Additional related traits listed below.

Analytical
Detail-oriented
Insightful
Inventive
Problem Solver
Curious
Benefits

Wells Fargo wants to help you get more out of life and take care of things outside the office to make life a little easier. We provide:

Medical, Dental and Vision
Employer Matching 401(k)
Tuition Reimbursment
Maternity and Paternity Leave
Paid Time Off
Responsibilties
Job Description

Important Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume when submitting your application for consideration. To participate in some selection activities you will need to respond to an invitation. The invitation can be sent by both email and text message. In order to receive text message invitations, your profile must include a mobile phone number designated as “Personal Cell” or “Cellular” in the contact information of your application.

At Wells Fargo, we want to satisfy our customers’ financial needs and help them succeed financially. We’re looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where you’ll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

Wells Fargo Technology sets IT strategy; enhances the design, development, and operations of our systems; optimizes the Wells Fargo infrastructure footprint; provides information security; and enables continuous banking access through in-store, online, ATM, and other channels to Wells Fargo’s more than 70 million global customers.

Wells Fargo Digital Technology group is seeking a Technology Manager who will be responsible for applications in one area of Technology. The Technology Manager participates in the growth of a framework that has to deliver 20+ million daily user sessions to very large set of devices used by our diverse customer base, from the oldest web browser to the newest smart watch.

This position is part Digital Channels Technology (DCT) group that manages Wells Fargo Retail Online Banking serving 40+ million customers 24/7/365 days. Our Mission is to support our company’s Vision & Values by delivering; maintaining and supporting high quality software solutions that provide our customers with outstanding digital experiences that will help them manage their financial needs.

The candidates responsibilities will be: Working closely with application teams, infrastructure and middleware teams to maintain applications that are secure and highly scalable/available. Plan, execute and maintain road maps in alignment with Enterprise Security standards and in accordance to established business SLA's.

As a Team Member Manager, you are expected to achieve success by leading yourself, your team, and the business. Specifically you will:

Lead your team with integrity and create an environment where your team members feel included, valued, and supported to do work that energizes them.
Accomplish management responsibilities which include sourcing and hiring talented team members, providing ongoing coaching and feedback, recognizing and developing team members, identifying and managing risks, and completing daily management tasks.

Required Qualifications

10+ years of technology experience
3+ years of leadership or management experience, in an IT environment
10+ years of information technology experience
3+ years of management experience
5+ years of secure SDLC (System Development Life Cycle) methodologies experience
7+ years of Java experience
7 + years of Java Web Services experience
7 + years of Core Java experience
5+ years of experience building single application to support customers and internal users across multiple channels
3+ years of experience in front end application development, operations and automation using React, Redux, AngularJS and Node
2+ years of experience in building integrations with Google Analytics and Tealium Tag Management platforms
2+ years of experience managing off property Application Programming Interface (API) orchestration and integration
2+ years of experience in building integrations with Oracle Maxymiser Web Optimization platform
2+ years of managing teams building Command Query Responsibility Segregation (CQRS), event sourcing and data streaming based microservices
3+ years of experience in building cloud-native conversion strategies
3+ years of experience with Application performance, monitoring and optimization using Blazemeter, JMeter, Splunk and AppDynamics
2+ years of experience in building and deploying microservices and cross channel restful Application Programming Interface (APIs) using Apigee, Consul, Resilience4J and Redis

Desired Qualifications

Excellent verbal, written, and interpersonal communication skills
Ability to interact with all levels of an organization

Other Desired Qualifications

3+ years of experience in NoSQL databases (MongoDB, Cassandra)
2+ years of Apache Storm and Apache Kafka experience
3+ years of experience troubleshooting environments across the entire architecture (i.e. applications to infrastructure)
7 + years of Java Web Services experience
Ability to plan technology strategy for customer facing web initiatives while using industry trends, and lead technology teams towards common business objectives.

Street Address

CA-Fremont: 3440 Walnut Ave Bldg A - Fremont, CA
CA-San Leandro: 794 Davis St - San Leandro, CA

Disclaimer

All offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.

Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.

TECHNOLOGY",Technology Manager 4
939,NONE,NONE
