,job_information,job_title
324,NONE,NONE
325,"Volume Integration, LLC partners with our customers to deliver leading edge ""Big Data"" analytics solutions.

By leveraging our teams' extensive experience in cloud capabilities and emerging technologies, we design and deploy custom solutions to unique and evolving challenges. Volume employees and their families are our number one priority, while also ensuring our customer's mission and success remain the primary focus and objective.

If you are a motivated individual willing to tackle challenging, and interesting problems in cyber security, big data, and machine learning, come be a part of our dynamic team!

Job Description

Volume Integration is seeking a highly motivated, self-directed professional to fill the role of Data Scientist. The position will be joining our team located at our customer site in Chantilly, VA.

The Data Scientist has the ability to work with big data and various data formats to make data meaningful to the end user. This individual is responsible for working with developers, other data scientists, and various stakeholders to address mission needs. Responsibilities include developing visualizations, modeling data, developing algorithms, working on software libraries, and investigating data questions.

Required Skills and Education:
Bachelor's degree in Computer Science, Information Systems, Engineering, or specialized experience in scientific or technical discipline.
Elasticsearch
Python
Kibana
Demonstrated knowledge of SQL and Relational Databases (MySQL)
Active TS SCI with Polygraph Clearance

Desired Qualifications:
Experience with the following is desired: AWS, Grafana, Java experience and willingness to work on minor contributions to various libraries, MapReduce (EMR) and Avro.

Clearance:
Active TS SCI with Polygraph

Location:
Chantilly, VA
Many Volume positions require an active (or ability to obtain) U.S. Security Clearance, for which the US Government requires US Citizenship. Volume Integration, LLC. is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.",Data Scientist (Active TS SCI with Polygraph)
326,NONE,NONE
327,"Growing manufacturing company in the lakes region has an exciting opportunity for a Quality Control Manager.JOB PURPOSE:Responsible for the maintenance and implementation of systems and procedures to insure product quality, effective control and process performance.Interfaces with Customers to ensure quality standards are identified, defined and met and nonconformities are resolved.Partners with Manufacturing to provide direction and expertise to insure product and process quality is maintained and improved.Site Quality Systems Management Representative.KEY ACCOUNTABILITIES/JOB FUNCTIONSProvides Leadership through example, effective communication, following all policies, and a positive attitude.Promote and maintain a clean, safe, and healthy working environment.Motivates employees to establish good morale, increased efficiency, general pride in workmanship and increased quality.Responsible for all aspects of managing a quality department and staffing including discipline and performance appraisals.Other projects as assigned.JOB SCOPEQuality Systems Management Representative, ISO -9001systems, customer advocate, evaluate and report on state of quality systemIs responsible for the oversight of Quality Control with respect toImprovements in facility Calibration and MSA systemsTimely and ongoing statistical data analysis to drive improvement in control plan strategiesDesign, development and implementation of improved test, inspection, analysis techniques.Seeking opportunities to add value and improve Laboratory efficiency and effectivenessReview, support, and improve quality and process systems, procedures, and practices. Partner with Operations in all quality related issues including short term problem solving and long term system improvementsProvide active support to all functional areas with regards to process and control improvements. Partner with Manufacturing and Engineering regarding initiatives towards continuous improvement, including quality component of best-cost initiatives and application of statistical techniques.Oversee and improve Corrective Action system, including: Taking administrative role in driving timely root cause corrective action, Providing training and support to apply 8-D techniques, Seeking timely closure and verification of effectiveness of actions, Monitoring effectiveness through timely reporting of appropriate metrics (i.e. Internal and External Failures, Scrap, etc.).     Oversee and improve Document Control system and function, including database and electronic applicationsHandle customer quality requests, complaints and responses, including surveys, specification/drawing reviews, problem resolutions, and corrective actions.  JOB QUALIFICATIONS1. Educational Background (minimum level needed to perform) and/or Previous Work Experience (minimal level years and what kind)BS Degree in Engineering or related technical field.Experience in Quality or manufacturing discipline preferably in a Managerial capacity5 to 10 years work experience in related quality fieldPrefer automotive industry including project management and reporting.Managerial education and/or equivalent work experience preferredKnowledge of ISO-9001standard and quality management principals and practicesAble to operate department specific equipment and instrumentation necessary to fulfill job responsibilities.Experience in Quality Auditing to ISO-9001standards- internal and/or external.ASQ-CQE (Certified Quality Engineer) and ASQ-CQA (Certified Quality Auditor) or ISO/QS Lead Assessor credentials preferred.2. Special Skills and Abilities (computer, language, interpersonal skills, etc.)Familiar with Microsoft Office applicationsComputer and data collection hardware and software skills necessary to fulfill job responsibilities.Effective English language communication skills, written and verbal.Ability to interact effectively with different personalitiesAbility to read and interpret blueprints and to understand measuring tolerancesAbility to read, interpret, and communicate and present technical information3. Cultural RequirementAbility to function as a team playerAbility to accept personal accountability for successful job performanceAbility to initiate and offer suggestions aimed at improving service to our customersAbility to work cohesively with others at all levels of the organization and have the ability to motivate others within the organization.Job Type: Full-timeSalary: $28.00 to $35.00 /hourExperience:management: 5 years (Preferred)manufacturing: 5 years (Preferred)manufacturing management: 5 years (Preferred)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offSchedule:Monday to Friday",Manufacturing Manager
328,"CTI is currently seeking a talented Sales Executive in the Metro New York City area to drive results by producing a well-managed, profitable, and growing portfolio of professional data and analytics services revenue.

If you enjoy working with a growing organization and delivering positive outcome-based work for clients, this may be an opportunity for you!

The Sales Executive is responsible for positioning, selling, and growing Modern Data Architecture and Analytics Professional Services engagements. Primary responsibility includes finding and generating new customers, developing new accounts and/or expanding existing accounts within an established geographic territory or industry.

This is a field role that requires travel to customer locations in the assigned territory based on the needs of the business.

The individual in this role will serve CTI’s clients as a trusted partner, building and executing customized business solutions through complex sales engagement processes. Successful candidates are partnership evangelists, passionate about the business value of technology, and can identify new client opportunities, all while thriving in a people-based corporate culture.

Responsibilities
Meet or exceed assigned annual financial goals
Build an extensive portfolio of technology-based delivery work in the mid-market sector ($1-5 billion in revenue)
Develop deep partnerships with the CTI Solution Architect and Delivery team
Build confidence and understanding of the remote technology delivery model
Drive activity in partnership with our modern data technology partners e.g. Informatica, Snowflake, Qlik etc.
Work with new and existing clients to build a pipeline and secure new MSAs
Manage negotiations of the opportunities in the pipeline
Host and facilitate CTI marketing events
Primary liaison with some of our client’ most senior executives
Define “win themes” based on our competition
Partner with clients to understand their technology needs and recommend solutions that add value to their business
Qualifications
Demonstrable track record of achieving assigned annual professionals services sales goals of $2 – 5M annually
Reside in the Metro NYC area
5+ years of previous consulting project sales and professional services account management experience
Strong understanding of Analytics (Business Intelligence, Data Warehouse/Advanced Analytics) solutions
Strong business analysis, solution crafting, interaction management, and presentation skills and the ability to interact with client C-level executives
Strong customer service and interpersonal skills
Excellent collaboration and team-building skills
Organized and methodical; strong prioritization and negotiation skills
Ability to work with virtual teams
Experienced in building relationships with CXOs and business decision-makers
Skilled at leading teams through complex technology solution sales
What We Offer
25+ years of proven success within the IT systems and consulting industry
Competitive compensation packages that reward high performance
Exciting career growth paths and supportive culture that facilitates continuous learning
Collaborative team-based environment
Comprehensive benefit package including medical, dental, Flexible Spending, and 401(k) with match
Company paid Life insurance and Long-Term Disability
Generous PTO packages that reflect the importance of work/life balance
Gym Membership Reimbursement
About Us: CTI solves business problems, helping companies leverage data and transformational digital technologies to drive growth and enable innovation. We provide strategic guidance, business and technology solutions for clients wishing to solve their most complex challenges involving data analytics, cloud applications, big data, data discovery, and data protection. Simply put, your data is our passion.

CTI is an equal opportunity employer. All applicants will be considered for employment without regard to age, race, creed, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status or any other category protected under applicable federal or state law.",Sales Executive – Data & Analytics Solutions
329,NONE,NONE
330,"Summary:
Reporting to the Team Lead Pharmacy Business Operations and Clinical Intelligence is intricately involved in running analytical experiments and solution development in a methodical and efficient manner to support all areas of pharmacy services (i.e. clinical operational safety quality financial regulatory accreditation supply chain retail academia). Develops explanatory and predictive models utilizing modern methods. Regularly evaluates existing analytics and is familiar with various theoretical approaches to both producing new information and explaining reality by utilizing data storytelling. Serves as backup and support to the Systems and Analytics Specialists on the team as needed. Lifespan employees are expected to embrace Lifespans mission of Delivering health with care and successfully role model Lifespans values of Compassion Accountability Respect and Excellence as these guide our everyday actions with patients customers and one another.

Lifespan employees are expected to embrace Lifespan's mission of ""Delivering health with care"" and successfully role model Lifespan's values of Compassion Accountability Respect and Excellence as these guide our everyday actions with patients customers and one another.

Responsibilities:
PRINCIPAL DUTIES AND RESPONSIBILITIES:
Utilize technical analytical statistical and applied math skills to support all areas of pharmacy services (i.e. clinical operational safety quality financial regulatory accreditation supply chain retail academia).
Extract knowledge from data to drive action.
Research and develop statistical learning models for data analysis.
Design build and troubleshoot data Extract Transfer Load (ETL) processes.
Design build and troubleshoot highly functional data visualizations utilizing Microsoft PowerBI or similar tools.
Collaborate with pharmacy clinical and operational staff to understand health system needs and devise possible solutions.
Keep up to date with the latest technology trends.
Share successes with other healthcare organization through journal publication and presentations.
Collaborate in the design on business processes to allow for appropriate and efficient data collection.
Participate in pharmacy quality improvement.
Support and take part in pharmacy research initiatives.
Work jointly with stakeholders throughout the healthcare organization.
Serve as backup and support for Systems and Analytics Specialists.
o Takes part in and completes technological project work and solution development.
o Maintains and troubleshoots internal webpages both interactive and static.
o Maintains and troubleshoots Microsoft Excel Microsoft Access and Filemaker solutions.
o Build maintain and troubleshoot basic reports from a variety of data sources.
o Design and/or implement solutions to security vulnerabilities and concert with Lifespan information systems security
Responsible for weekly rotating on call coverage.

Other information:
BASIC KNOWLEDGE:
Bachelors Degree in Computer Science Information Science Statistics Applied Math or related field.

EXPERIENCE:
Minimum 5 years experience with SQL data analytics and programming.
Advanced knowledge and proficiency in SQL.
Strong background data mining and statistical analysis with a track record of useful and successful analysis.
Strong storytelling skills (e.g. communicating data analysis in a compelling way).
Able to understand various data structures can demonstrate success utilizing common methods of data transformation.
Excellent pattern recognition and predictive modeling skills.
Proven ability to train useful predictive models that solve real world problems
Experience with utilizing programming languages for statistical analysis such as Python or R
Certification in Epic Clarity reporting system or ability to obtain certification.

WORK ENVIRONMENT AND PHYSICAL REQUIREMENTS:
Work is performed in a typical office environment requiring extended periods of sitting standing and walking.
Requires the visual and manual dexterity to operate a computer.

INDEPENDENT ACTION:
Functions independently within broad scope of department policies and procedures.

Refers specific complex problems to Team Lead and when clarification of departmental policies and procedures may be required.

SUPERVISORY RESPONSIBILITIES:
None

Lifespan is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race color religion sex national origin age ethnicity sexual orientation ancestry genetics gender identity or expression disability protected veteran or marital status. Lifespan is a VEVRAA Federal Contractor.

Location: Rhode Island Hospital USA: RI: Providence

Work Type: Full Time

Shift: Shift 1

Union: Non-Union",Data Scientist - Pharmacy
331,NONE,NONE
332,NONE,NONE
333,NONE,NONE
334,"Archway Health's vision is to make healthcare easier, better, and less expensive.

We do this through a mix of great people who are passionate about improving and simplifying healthcare, building sophisticated data analytics and actuarial tools that drive our unique insights, and developing easy to use software designed to help patients get better as quickly and safely as possible.

You will have the opportunity to work on new innovative healthcare reform projects. You will perform health analytics in support of developing new pricing models and benchmarks for various value-based care projects. This position requires a deep understanding of healthcare administrative claims data and strong ability in statistical analysis and modeling. Previous healthcare experience in a health system, large hospital, or an Insurance/Actuarial Consulting firm desirable.

This role will:
Work closely with senior data scientists and data analysts to conduct and deliver healthcare data analyses;
Develop an understanding of external and internal healthcare data sources and availability, uses and limitations to build datasets for use in experience studies;
Build and run SAS/Python programs and queries to extract data from the database and review to ensure accuracy and validity of data;
Use techniques from machine learning, statistical analysis, and predictive modeling to analyze commercial and Medicare claims data for value-based care projects;
Provide on-going support to corporate initiatives/projects that require analysis of claims or clinical data;
Support actuarial analysis and the process of building bundled payment models;
Use BI tools to create reports for internal and external customers

Desired Qualifications and Experience:
Bachelor's degree in Mathematics, Statistics, Computer Science, Public Health, or related fields. Advanced degree preferred
3-5 years of data scientist/analyst experience in healthcare or related industry
Strong knowledge of CPT, ICD-9, ICD-10 and HCPCS codes
Good knowledge of episode of care, bundled payment, and value-based payment models
Work experience with commercial and Medicare medical and pharmacy claims data as clinical data.
Demonstrated skills in statistical analysis and latest analytics technologies, algorithms and statistical methods
Work experience with machine learning technology and big data analysis.
Excellent analytical abilities and good problem-solving skills.
Capable of learning new technology in a fast-paced environment

Tools & Technologies

Advanced experience with SAS, Python, R, or similar software
Working experience with SQL
Working experience with Microsoft® Excel
Working knowledge with BI tools e.g. Tableau

Physical Requirements

Position requires the ability to work under normal office conditions where the individual will walk, stand, stoop, sit, manipulate / adjust items, and keyboard on a regular basis. Must be able to analyze / synthesize data and communicate issues, findings, processes, solutions and ideas in a clear, concise, technically proficient and consultative manner.

Archway Health offers an open, collaborative work environment in Boston. We have regular team events, training programs and generous benefits that include medical, dental, vision coverage, a 401(k) with match and a generous vacation policy.

Archway Health is a diverse organization and an Equal Opportunity Employer.

S838PB8GdU",Data Scientist - Healthcare Analyst
335,"Data Analytics Architect experience in AWS(certified), Enterprise Monitoring, Alerting ReportingProgramming experience with Go, Python, Perl  * Experience in Analytics, Monitoring, Alerting & Reporting and Time series database  * Tools: Splunk, Prometheus, Grafana, Elastic Search, New Relic, Jaeger, Tableau  * Familiar with these technologies: Kubernetes, AWS, Springboot, ELK, Prometheus, Grafana  * Should be well versed in cloud deployments (Terraform/Cloud Formation)  * OS: CENTOS, Red HAT, UbuntuJob Type: ContractSalary: $50.00 to $55.00 /hourExperience:azure: 1 year (Preferred)Education:Bachelor's (Preferred)Work authorization:United States (Preferred)",Data Analytics Architect/ AWS Architect
336,NONE,NONE
337,NONE,NONE
338,"ResponsibilitiesHelp write and optimize in-application SQL statements.Ensure performance, security, and availability of databases.Prepare documentations and specifications.Handle common database procedures such as upgrade, backup, recovery, migration, etc.Write TSQL scripts and objects such as stored procedures, user-defined functions, views, indexes per business requirements.Collaborate with other team members and stakeholders.QualificationsBS or MS of degree in Computer Science, Information Technology, Engineering or related field is required (STEM)Proficiency with SQL and its variation among popular databasesGood communication skillsOther Requirements:Must be open to relocation. May state preference.Candidate must be a eligible to work on W2 (US Citizens, Green Card Holders, OPT- EAD, H4 EAD, and Full Time CPT) are encouraged to apply.Job Type: Full-timeSalary: $60,000.00 /yearExperience:3 year: 1 year (Preferred)Education:Bachelor's (Required)Required travel:50% (Preferred)",Entry Level Data Analyst (STEM) Field
339,NONE,NONE
340,"Overview:
The Director, HRIS Operations at Dana-Farber Cancer Institute will lead, manage, and align HR Information Systems within the Institute and ensure that data pertaining to the workforce is meaningful and securely available. Identifies and drives opportunities for new processes and sets strategies to improve automation, efficiency and service to both the HR organization and Institute. Engages with partners and keeps informed on new trends in the academic health arena related to data and systems as well as how to leverage technology in a highly complex and matrixed academic organization.Partners throughout the Institute and collaborates and sets strategy with Partners’ Information Services team.

Located in Boston and the surrounding communities, Dana-Farber Cancer Institute brings together world renowned clinicians, innovative researchers and dedicated professionals, allies in the common mission of conquering cancer, HIV/AIDS and related diseases. Combining extremely talented people with the best technologies in a genuinely positive environment, we provide compassionate and comprehensive care to patients of all ages; we conduct research that advances treatment; we educate tomorrow's physician/researchers; we reach out to underserved members of our community; and we work with amazing partners, including other Harvard Medical School-affiliated hospitals.

Responsibilities:
Directs the operations of the Institute’s HR systems; Leads and manages all data needs associated with Dana-Farber’s workforce.
Leads efforts to integrate diverse data sources and systems to provide stakeholders with efficient and meaningful solutions, and to comply with compliance expectations.
Identifies and leads development of HRIS strategy and planning in collaboration with HR Leadership.
Plans, monitors and manages HRIS projects from initiation through completion, partnering with Information Services to attain successful outcomes.
Utilizes formal processes and tools to manage project resources, budgets, risks and changes.
Demonstrates sophisticated skills in identifying and engaging key stakeholders, and in identifying and managing issues, risks and dependencies.
With input from HR Business Partners (voice of the customer) and others, prepares proposals to develop new systems and/or operational changes that contribute to overall strategy, business outcomes and overall organization effectiveness.
Manages the team responsible for providing consulting and support including researching and resolving technology problems and unexpected results or process flaws, performing scheduled activities, recommending solutions or alternate methods to meet requirements.
Responsible and steward for the accuracy, integrity and security of the databases on an on-going basis.
Sets and holds to service expectations for self and staff.
Works with internal HR team and outside departments to identify and implement:
Process improvements
System enhancements
Analytics and Reporting needs (organization to department level)\
Opportunities to leverage data for decision support
Manages staff that coordinates and is accountable for information feeds to outside vendors.
Drives integration and integrity related to remote systems and ties to PeopleSoft information for reporting and statistical analysis.
Must be a strong partner with Payroll/Finance, IS and other departments to accomplish and maintain interfaces between PeopleSoft and other Dana-Farber systems to achieve maximum integration and efficiency as well as to coordinate system updates, testing, and release of new modules or enhancements.
Ensures that HR staff are trained on use of HRIS systems. Manages the training process on all system upgrades, business process changes, etc. Oversees creation of documentation and user guides.
Partners with DFCI Compliance Officer, Partners/ IS, Security, and HR to insure the highest level of security and integrity is outlined in both policy and practice.
Maintain strong relationships with other Healthcare organizations to understand trends and seek information on common practices and experiences, while always trying to develop methods that are innovative in support of the Institute.
Other duties as required.

SUPERVISORY RESPONSIBILITIES:
Reports to: VP, Human Resources. The Director will be responsible for the direct supervision of the HRIS Operations team which includes specialists and analysts engaged in traditional HRIS operations, Data Analytics (e.g. metrics, dashboards, reporting), and Security/Data Integrity.

Qualifications:
B.A./B.S. preferably in Human Resource Management or a related field.
Minimum 10 years of recent technology experience with HR Management/Information Systems.
HRIS Implementation experience is required.
7-10 years HRIS experience and creating high performance project teams.
5+ years PeopleSoft HRMS system experience required.
Minimum 2-3 years’ experience in developing and delivering end user reporting/analytics.
Experience with project management, business process management, online systems, including HR applications, and database management systems.

KNOWLEDGE, SKILLS, AND ABILITIES REQUIRED:
Superior relationship building skills and capability and ability to thrive in a complex, highly-matrixed environment
Strong analytical skills with an emphasis on attention to detail
Ability to facilitate meetings related to information/data needs and translate those needs to others who develop the specifications that outline HRIS system requirements
Outstanding written, verbal, and presentation skills – able to speak the detail but present in executive summary framework
Demonstrated ability to develop and lead team to next level of support
Ability to take the initiative in development and completion of work projects
Familiarity with information system capabilities and trends
Depth in understanding issues specific to faculty, including grant allocations, highly desired
Be driven to deliver innovation in HR processes that enable cultural transformation
Demonstrated experience in leading project and change management efforts from system design to phased implementation
Ability to handle stress of multiple requests, prioritize, communicate and remain calm through it all
Driven by being part of a team and finding fun in the most obscure places
Willingness to model our culture and guiding principles
Ability to think beyond the current to dream about the future

This position is eligible for 1 remote day a week after the 1st 90 days.

Dana-Farber Cancer Institute is an equal opportunity employer and affirms the right of every qualified applicant to receive consideration for employment without regard to race, color, religion, sex, gender identity or expression, national origin, sexual orientation, genetic information, disability, age, ancestry, military service, protected veteran status, or other groups as protected by law.","Director, HRIS Operations"
341,NONE,NONE
342,NONE,NONE
343,"BioMarin is the world leader in delivering therapeutics that provide meaningful advances to patients who live with serious and life-threatening rare genetic diseases. We target diseases that lack effective therapies and affect relatively small numbers of patients, many of whom are children. These conditions are often inherited, difficult to diagnose, progressively debilitating and have few, if any, treatment options. BioMarin will continue to focus on advancing therapies that are the first or best of their kind.

BioMarins Commercial organization supports our global sales and marketing efforts around the world. Our global sales force continues to solidify the companys commercial presence in the United States and Europe and is rapidly growing in other regions, such as Latin America, the Middle East and Asia-Pacific. Come join our team and make a meaningful impact on patients lives.

SUMMARY

The Sr. Director of Secondary Data Analytics leads BioMarins secondary data acquisition and analytics discipline within the Commercial organization. This role will work collaboratively with BioMarins global brand teams, country managers, and business planning and analytics personnel to assess market data needs, determine effective data sourcing strategies, and produce key market insights using those data sources. Responsibilities will include data sourcing strategies, vendor selection, data standardization, and data insights. Candidates must have a deep background in working with established data partners and delivering critical market insights using claims data, HCP data, etc. This is a leadership role in Global Commercial Operations that will be central to developing BioMarins global secondary data capabilities. The successful candidate will hire and directly manage one secondary data resource in the US and indirectly manage another resource in Europe. This leader will develop a high performing global team and will demonstrate the ability to flex between strategic thinking and getting into the detail when necessary. This is a hands-on role combining leadership and individual execution responsibilities.

RESPONSIBILITIES

The Sr. Director of Secondary Data Analytics will have accountability for and oversight of the following:
Global secondary data sourcing strategy development to deliver insights regarding patient populations, treatment centers, physician targeting, competitive share insights, and many other areas
Preferred vendor assessment, selection and management
Data agreement structure and negotiations
Analytical execution utilizing secondary data sources
Other unique data sourcing projects based on business needs
Development and implementation of global secondary data governance process
Expert counsel and partner to Biomarin brands and regions in sourcing data to address critical brand questions.
EXPERIENCE & EDUCATION

Requirements:
BS/BA with emphasis in finance, business, management sciences, or life sciences
Graduate degree in business, public health or life sciences (MBA/MS/PhD)
10+ years of experience in the biotechnology/pharmaceutical or related industry
8+ years working in a discipline utilizing secondary data sources and/or in market research
Proven track record of working collaboratively in a fast-paced, multi-tasking environment
5+ years people management
Ability to influence without direct authority
Ability to develop and maintain strong partnerships
Ability to assimilate detailed data to discover and communicate key business trends
Excellent presentation skills and experience presenting to executive-level audiences and supporting executive-level decision making
Excellent problem solving skills
Excellent Excel-based modeling skills
A keen eye for detail

Desired:
Orphan disease and/or hemophilia experience
Hands-on experience with Power BI and Tableau
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.","Sr. Director, Global Secondary Data Analytics"
344,"Amsted Rail has an immediate opening for a Financial Analyst at its operation in Granite City, Illinois.

Amsted Rail is the world’s leading provider of fully integrated bogie systems for the heavy haul freight market, with facilities spanning 40 locations across 10 countries and 6 continents. Through their state-of-the-art manufacturing processes, Amsted Rail is redefining industry standards for innovation and technology, providing customers worldwide with unmatched performance and reliability for the long haul.

The Financial Analyst performs various duties to support the accounting, finance and reporting functions of the business and its operations. The ideal candidate is a detail-oriented, highly motivated self-starter interested in an accounting role that involves learning a business and working closely with operations while ensuring the accuracy and integrity of financial statements and reports.

Core Responsibilities

Perform accounting and reporting for the ASF division
Financial reporting including all month end financials, pulse reports, quarterly forecasts, annual plans, and other ad hoc reporting requests
Tracking and reporting of critical performance metrics/KPIs to ASF management
Support ASF’s cost savings initiatives, including identification of opportunities, validation of savings, and the related management reporting
Oversee compliance and corporate governance activities for Amsted Rail
Assist with the month-end closing process, including preparation of journal entries, general ledger account analysis and variance analysis
Reconcile assigned accounts monthly with a focus of clearing reconciling items in a timely manner
Support with SOX financial controls activity
Identify, recommend and implement improvements to existing processes and internal controls
Support ASF JV’S accounting and financial reporting
Any miscellaneous reporting and projects as assigned by ASF financial management

B.S. in Accounting/Finance
MBA / CPA preferred
Experience with ERP systems (SAP a plus)
Experience with consolidation software (i.e., CPM) a plus

Working for Amsted Rail

We are a privately held, 100% employee-owned company! As an Amsted Rail employee, you are an owner. Our commitment to employee’s professional satisfaction includes creating space and opportunities to be creative and an integral part of our innovation journey and business success; for employee’s personal fulfillment, we invest in everyone’s growth and development while ensuring a work environment that values them as an individual, with their unique set of strengths and beliefs.

EOC M/F/D/V/LGBT",Financial Analyst
345,"This position is responsible for guiding efforts to ensure reliability and maintainability of equipment, processes, utilities, facilities, controls and safety/security systems. Identify and manage asset reliability risks that could adversely affect plant or business operations. This broad primary role includes loss elimination, risk management and life cycle asset management.Essential Functions: *Works with project engineering to ensure the reliability and maintainability of new and modified installations. The reliability engineer is responsible for adhering to the life cycle asset management (LCAM) process throughout the entire life cycle of new assets.*Participates in the development of design and installation specifications along with commissioning plans. Participates in the development of criteria for and evaluation of equipment and technical MRO suppliers and technical maintenance service providers. Develops acceptance tests and inspection criteria.*Participates in the final check-out of new installations. This includes factory and site acceptance testing that will assure adherence to functional specifications.Professionally and systematically defines, designs, develops, monitors and refines an asset maintenance plan that includes:*Value-added preventive maintenance tasks.*Effective utilization of predictive and other non-destructive testing methodologies designed to identify and isolate inherent reliability problems*Provides input to a risk management plan that will anticipate reliability related and non-reliability-related risks that could adversely impact plant operations.*Develops engineering solutions to repetitive failures and all other problems that adversely affect plant operations. These problems include capacity, quality, cost or regulatory compliance issues.To fulfill this responsibility, the reliability engineer applies:*Data analysis techniques that can include:*Statistical process control*Reliability modeling and prediction*Fault tree analysis*Weibull analysis*Six Sigma (6σ) methodology*Root cause analysis (RCA) and root cause failure analysis (RCFA)*Failure reporting, analysis and corrective action system (FRACAS)Works with Production to perform analyses of assets including:*Asset utilization*Equipment effectiveness*Remaining useful life*Other parameters that define operating condition, reliability, reliability and costs of assets.*Provides technical support to production maintenance and technical personnel*Applies value analysis to repair/replace, repair/design and make/buy decisionsREQUIREMENTS: *Bachelor's Degree and 3 years' experience.*Advanced computer skills, with emphasis on condition monitoring software*Minimum of 5 years (in addition to above) maintenance and reliability, production management, engineering or operations experience*Ability to develop and manage good working relationships with internal departments (production, sales, logistics, accounting), contractors, suppliers inspectors and customers*Strong mechanical and electrical knowledge and aptitude*Strong written and verbal communication skills*Strong knowledge of preventive maintenance programs and the tools associated with failure detection (i.e. vibration analysis, oil monitoring, thermography) as well as the software associated with themJob Type: Full-timeEducation:Bachelor's (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offTuition reimbursementThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionAchievement-oriented -- enjoys taking on challenges, even if they might failHigh stress tolerance -- thrives in a high-pressure environment",Reliability Engineer
346,NONE,NONE
